ID,Policy_Start_Date,Policy_End_Date,Gender,Age,First_Transaction_Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,Policy_Start_Year,Policy_Start_Month,Policy_Start_Day,Policy_End_Year,Policy_End_Month,Policy_End_Day,First_Transaction_Year,First_Transaction_Month,First_Transaction_Day
ID_PL44VJF,2010-11-26,2011-11-25,Male,38,2010-11-26,1,Saloon,Green,TOYOTA,Ogun Waterside,Ogun-Waterside,CarSafe,0,2010,11,26,2011,11,25,2010,2010,2010
ID_QYISL8N,2010-11-26,2011-11-25,Other,36,2010-11-26,1,Saloon,Green,TOYOTA,Ogun Waterside,Ogun-Waterside,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_KTNUHNU,2010-11-26,2011-11-25,Male,35,2010-11-26,1,Saloon,Green,TOYOTA,Ogun Waterside,Ogun-Waterside,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_94RVPE9,2010-11-26,2011-07-30,Male,27,2010-11-26,1,Saloon,Green,TOYOTA,Ogun Waterside,Ogun-Waterside,Car Classic,0,2010,11,26,2011,7,30,2010,2010,2010
ID_6REAF09,2010-11-26,2011-11-25,Male,58,2010-11-26,1,Saloon,Green,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_PJ90Z93,2010-11-26,2011-11-25,Male,31,2010-11-26,1,Saloon,Green,TOYOTA,Abuja Municipal,Abuja-Municipal,CarSafe,0,2010,11,26,2011,11,25,2010,2010,2010
ID_24ZTR9A,2010-11-26,2011-11-25,Male,29,2010-11-26,1,Saloon,Green,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_9UF81CT,2010-11-26,2011-11-25,Female,31,2010-11-26,2,Saloon,Green,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Motor Cycle,0,2010,11,26,2011,11,25,2010,2010,2010
ID_MJUJQQ8,2010-11-26,2011-05-27,Female,45,2010-11-26,1,Saloon,Black,TOYOTA,Jos North,Jos-North,Car Classic,0,2010,11,26,2011,5,27,2010,2010,2010
ID_YAVT33V,2010-11-26,2011-11-04,Male,39,2010-11-26,2,JEEP,Black,TOYOTA,Jos North,Jos-North,Car Classic,0,2010,11,26,2011,11,4,2010,2010,2010
ID_2OPJN9F,2010-11-26,2011-11-25,Male,66,2010-11-26,2,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,1,2010,11,26,2011,11,25,2010,2010,2010
ID_06A4GSU,2010-11-26,2011-11-25,Male,59,2010-11-26,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_A4AZZSP,2010-11-26,2011-05-18,Female,44,2010-11-26,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,2010,11,26,2011,5,18,2010,2010,2010
ID_F7KDLHX,2010-11-26,2011-11-17,Male,32,2010-11-26,1,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Plus,0,2010,11,26,2011,11,17,2010,2010,2010
ID_P87Z6L6,2010-11-26,2011-11-25,Male,65,2010-11-26,2,Saloon,Black,TOYOTA,Warri South,Warri-South,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_A6ODJRE,2010-11-26,2011-11-25,Male,58,2010-11-26,1,Saloon,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_T5GUMBA,2010-11-26,2011-11-25,Male,38,2010-11-26,1,Saloon,Black,Honda,Benin,Edo,Car Classic,1,2010,11,26,2011,11,25,2010,2010,2010
ID_22HP2UK,2010-11-26,2011-11-25,Other,40,2010-11-26,1,Saloon,Black,Lexus,Benin,Edo,CarSafe,0,2010,11,26,2011,11,25,2010,2010,2010
ID_EY7TG7T,2010-11-26,2011-11-25,Male,320,2010-11-26,1,Saloon,Black,Lexus,Ketu,Lagos,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_IFKTSY7,2010-11-26,2011-11-25,Female,48,2010-11-26,1,Saloon,Black,Lexus,Ketu,Lagos,Car Classic,0,2010,11,26,2011,11,25,2010,2010,2010
ID_6DN92LY,2010-11-26,2011-11-10,Female,45,2010-11-26,2,Saloon,Black,Lexus,Ketu,Lagos,Car Classic,0,2010,11,26,2011,11,10,2010,2010,2010
ID_KI8JONR,2010-11-27,2011-11-26,Female,34,2010-11-27,1,Saloon,Black,Lexus,Ikeja,Lagos,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_76XJV4R,2010-11-27,2011-01-04,Other,42,2010-11-27,1,Saloon,Black,Lexus,Ikeja,Lagos,Car Classic,0,2010,11,27,2011,1,4,2010,2010,2010
ID_FAMYQH8,2010-11-27,2011-11-26,Male,67,2010-11-27,2,JEEP,Black,Mercedes,Ikeja,Lagos,Car Classic,1,2010,11,27,2011,11,26,2010,2010,2010
ID_IFA5FEL,2010-11-27,2011-11-26,,29,2010-11-27,1,JEEP,Black,Mercedes,Abuja,Abuja,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_GQIVBYF,2010-11-27,2011-11-25,Male,49,2010-11-27,1,JEEP,Black,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,11,27,2011,11,25,2010,2010,2010
ID_8Y59EYT,2010-11-27,2011-11-26,Male,54,2010-11-27,1,JEEP,Red,TOYOTA,OGUN,Ogun,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_UJ061BG,2010-11-27,2011-11-26,Female,47,2010-11-27,1,Saloon,Red,TOYOTA,OGUN,Ogun,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_7M230TA,2010-11-27,2011-11-26,Other,40,2010-11-27,1,Saloon,Red,TOYOTA,OGUN,Ogun,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_C1H368B,2010-11-27,2011-11-19,,30,2010-11-27,1,Saloon,Red,TOYOTA,Victoria Island,Lagos,CVTP,0,2010,11,27,2011,11,19,2010,2010,2010
ID_DMCVSR9,2010-11-27,2011-03-28,Male,37,2010-11-27,1,Saloon,Red,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,27,2011,3,28,2010,2010,2010
ID_C2X0348,2010-11-27,2011-11-26,Male,34,2010-11-27,1,Saloon,Red,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_IFYRGE0,2010-11-27,2011-11-26,Male,35,2010-11-27,1,Saloon,Red,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_3JDCU6D,2010-11-27,2011-11-26,Male,39,2010-11-27,1,Saloon,Red,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_6JPES4D,2010-11-27,2011-11-26,Male,53,2010-11-27,1,JEEP,Black,TOYOTA,Shomolu,Benue,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_ZCC0NWF,2010-11-27,2011-11-26,Male,77,2010-11-27,1,JEEP,Black,TOYOTA,Shomolu,Benue,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_QSFY00I,2010-11-27,2011-09-01,Female,38,2010-11-27,1,JEEP,Black,TOYOTA,Shomolu,Benue,Car Classic,0,2010,11,27,2011,9,1,2010,2010,2010
ID_DV7JN76,2010-11-27,2011-02-25,Male,32,2010-11-27,1,JEEP,Black,TOYOTA,Shomolu,Benue,Car Plus,0,2010,11,27,2011,2,25,2010,2010,2010
ID_O7FJSRJ,2010-11-27,2011-10-28,,47,2010-11-27,1,JEEP,Blue,Hyundai,Victoria Island,Lagos,Car Classic,0,2010,11,27,2011,10,28,2010,2010,2010
ID_QACT97G,2010-11-27,2011-01-13,,120,2010-11-27,1,Saloon,Blue,Kia,Victoria Island,Lagos,Customized Motor,0,2010,11,27,2011,1,13,2010,2010,2010
ID_YAXUY4R,2010-11-27,2011-06-27,Female,66,2010-11-27,1,Saloon,Blue,Kia,Victoria Island,Lagos,Car Classic,0,2010,11,27,2011,6,27,2010,2010,2010
ID_RWSFQUF,2010-11-27,2011-11-26,Male,51,2010-11-27,1,Saloon,Blue,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_VMIOTB9,2010-11-27,2011-01-13,,120,2010-11-27,1,Saloon,Black,Hyundai,Victoria Island,Lagos,Customized Motor,0,2010,11,27,2011,1,13,2010,2010,2010
ID_36T8DQH,2010-11-27,2011-11-26,Male,46,2010-11-27,2,Saloon,Black,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_MXVSSB3,2010-11-27,2011-03-26,Male,5,2010-11-27,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,CVTP,0,2010,11,27,2011,3,26,2010,2010,2010
ID_VHCV4JN,2010-11-27,2011-01-13,,120,2010-11-27,1,Saloon,Grey,Hyundai,Victoria Island,Lagos,Customized Motor,0,2010,11,27,2011,1,13,2010,2010,2010
ID_RSBQXH4,2010-11-27,2011-11-26,Male,41,2010-11-27,1,JEEP,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_U8H8WX9,2010-11-27,2011-11-26,Male,51,2010-11-27,1,JEEP,Green,TOYOTA,Lagos Island,Lagos,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_9STRBW1,2010-11-27,2011-11-26,Female,78,2010-11-27,1,Saloon,Black,Kia,Awka North,Awka-North,Car Plus,0,2010,11,27,2011,11,26,2010,2010,2010
ID_XRL3G6K,2010-11-27,2011-11-26,Male,40,2010-11-27,1,Saloon,Black,Kia,Awka North,Awka-North,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_ZGXJI2L,2010-11-27,2011-11-26,Male,44,2010-11-27,1,Saloon,Black,Kia,Awka North,Awka-North,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_1YUR6KS,2010-11-27,2011-11-26,Male,41,2010-11-27,1,Saloon,Black,Kia,Awka North,Awka-North,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_A80R4FO,2010-11-27,2011-11-26,Female,1,2010-11-27,1,Saloon,Black,Kia,Awka North,Awka-North,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_9RZRZ8P,2010-11-27,2011-11-26,Male,20,2010-11-27,1,Saloon,Black,Kia,Victoria Island,Lagos,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_P1I3Z9X,2010-11-27,2011-11-26,Male,36,2010-11-27,1,Saloon,Red,TOYOTA,Nnewi North,Nnewi-North,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_BTK6T80,2010-11-27,2011-11-26,Female,28,2010-11-27,1,Saloon,Red,TOYOTA,Nnewi North,Nnewi-North,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_COGL8RK,2010-11-27,2011-10-13,Male,5,2010-11-27,1,Saloon,Red,TOYOTA,Victoria Island,Lagos,CVTP,0,2010,11,27,2011,10,13,2010,2010,2010
ID_OGK5MB0,2010-11-27,2011-11-26,Male,34,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Ejigbo,Benue,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_H4XMXBQ,2010-11-27,2011-01-13,,120,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,11,27,2011,1,13,2010,2010,2010
ID_SOKH566,2010-11-27,2011-11-26,Male,38,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_1POD7QJ,2010-11-27,2011-11-26,Female,46,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_6D03AEC,2010-11-27,2011-11-26,Male,27,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_2EEXT9I,2010-11-27,2011-11-26,Male,30,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,27,2011,11,26,2010,2010,2010
ID_IQ0K117,2010-11-27,2011-11-26,Male,36,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Benin,Edo,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_YYYJP14,2010-11-27,2011-11-25,Female,62,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Benin,Edo,CarSafe,0,2010,11,27,2011,11,25,2010,2010,2010
ID_CZWDQN1,2010-11-27,2011-11-26,Male,34,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Benin,Edo,Car Classic,0,2010,11,27,2011,11,26,2010,2010,2010
ID_H35LQEK,2010-11-27,2011-10-17,Female,60,2010-11-27,1,JEEP,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,2010,11,27,2011,10,17,2010,2010,2010
ID_AM7E3GZ,2010-11-27,2011-11-11,Male,25,2010-11-27,1,JEEP,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,2010,11,27,2011,11,11,2010,2010,2010
ID_PN664PV,2010-11-27,2011-11-26,Female,38,2010-11-27,2,JEEP,Black,TOYOTA,Surulere,Lagos,Car Plus,0,2010,11,27,2011,11,26,2010,2010,2010
ID_68MB5N8,2010-11-27,2011-11-11,Male,25,2010-11-27,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0,2010,11,27,2011,11,11,2010,2010,2010
ID_O8OOGPL,2010-11-27,2011-11-25,Male,32,2010-11-27,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Plus,0,2010,11,27,2011,11,25,2010,2010,2010
ID_8K2J1RS,2010-11-27,2011-11-26,Male,39,2010-11-27,1,JEEP,Black,TOYOTA,Port Harcourt,Rivers,Car Plus,1,2010,11,27,2011,11,26,2010,2010,2010
ID_O1FTWQ7,2010-11-27,2011-11-26,Male,34,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Ejigbo,Benue,Car Classic,1,2010,11,27,2011,11,26,2010,2010,2010
ID_CZOD7PI,2010-11-27,2011-11-26,Male,39,2010-11-27,1,Saloon,Dark Gray,TOYOTA,Port Harcourt,Rivers,Car Plus,0,2010,11,27,2011,11,26,2010,2010,2010
ID_KGMRY9A,2010-11-28,2011-11-27,Male,50,2010-11-28,1,Saloon,Dark Gray,TOYOTA,Ojo,Benue,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_29KVP8L,2010-11-28,2011-11-27,Female,41,2010-11-28,1,Saloon,Dark Gray,TOYOTA,Jos North,Jos-North,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_CM3TDGW,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,Dark Gray,Range Rover,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_7D1KH4C,2010-11-28,2011-03-28,Male,30,2010-11-28,1,JEEP,Dark Gray,Range Rover,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,3,28,2010,2010,2010
ID_SN5V7WC,2010-11-28,2011-11-27,Male,50,2010-11-28,1,Saloon,Dark Gray,Hyundai,Victoria Island,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_9PXURGQ,2010-11-28,2011-11-27,Female,73,2010-11-28,1,Saloon,Dark Gray,Hyundai,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_59YE4MS,2010-11-28,2011-11-23,Male,70,2010-11-28,1,Saloon,Red,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,11,23,2010,2010,2010
ID_RJT5GE0,2010-11-28,2011-11-27,Male,35,2010-11-28,1,Saloon,Gold,TOYOTA,Surulere,Lagos,Car Classic,1,2010,11,28,2011,11,27,2010,2010,2010
ID_03HT5Q0,2010-11-28,2011-11-27,Male,46,2010-11-28,1,Saloon,Gold,TOYOTA,Surulere,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_92FRR74,2010-11-28,2011-11-27,,120,2010-11-28,1,Saloon,Gold,Hyundai,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_MZJ1DAA,2010-11-28,2011-05-28,Male,37,2010-11-28,1,Saloon,Gold,Hyundai,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,5,28,2010,2010,2010
ID_JD3X5RO,2010-11-28,2011-02-26,Female,36,2010-11-28,1,Saloon,Gold,Hyundai,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,2,26,2010,2010,2010
ID_058YC0S,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_DRKPPQK,2010-11-28,2011-11-27,Male,31,2010-11-28,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_OKMQX4D,2010-11-28,2011-11-27,Female,38,2010-11-28,1,JEEP,Black,Lexus,Ikeja,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_V0FDLIS,2010-11-28,2011-05-28,Female,31,2010-11-28,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,11,28,2011,5,28,2010,2010,2010
ID_93XUPM5,2010-11-28,2011-11-27,Male,42,2010-11-28,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_NHMQNJZ,2010-11-28,2011-11-27,Male,39,2010-11-28,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_DKMYEGS,2010-11-28,2011-05-27,Male,44,2010-11-28,1,Saloon,Green,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Plus,0,2010,11,28,2011,5,27,2010,2010,2010
ID_NHOYQK9,2010-11-28,2011-02-27,Male,39,2010-11-28,1,Saloon,Green,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,11,28,2011,2,27,2010,2010,2010
ID_VNSW98P,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,Green,Range Rover,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_9ADVXBN,2010-11-28,2011-11-27,Male,60,2010-11-28,1,JEEP,Green,Range Rover,Victoria Island,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_9BYR29W,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,Green,Mercedes,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_BTHZFHP,2010-11-28,2011-11-27,Male,35,2010-11-28,1,Saloon,Green,TOYOTA,Victoria Island,Lagos,Car Classic,1,2010,11,28,2011,11,27,2010,2010,2010
ID_YHZMAS7,2010-11-28,2011-11-27,Female,40,2010-11-28,1,Saloon,Green,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_L75E4J2,2010-11-28,2011-11-27,,120,2010-11-28,1,Saloon,Green,Range Rover,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_YIKMGQA,2010-11-28,2011-11-26,Female,59,2010-11-28,1,JEEP,Green,Lexus,Victoria Island,Lagos,Car Plus,0,2010,11,28,2011,11,26,2010,2010,2010
ID_L7N854Y,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,Green,Range Rover,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_YJFNWEU,2010-11-28,2011-11-27,Female,35,2010-11-28,1,JEEP,Green,Range Rover,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_V9I6RKP,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,Green,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_SIED3OI,2010-11-28,2011-11-27,Other,19,2010-11-28,3,JEEP,As Attached,TOYOTA,ENUGU EAST,ENUGU-EAST,CVTP,0,2010,11,28,2011,11,27,2010,2010,2010
ID_33AB5R2,2010-11-28,2011-11-27,Female,120,2010-11-28,1,JEEP,Red & Black,Hyundai,Abuja Municipal,Abuja-Municipal,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_NI5VZ7N,2010-11-28,2011-11-27,Female,48,2010-11-28,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_YG2RR47,2010-11-28,2011-06-04,,120,2010-11-28,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CVTP,1,2010,11,28,2011,6,4,2010,2010,2010
ID_KRSHZ1A,2010-11-28,2011-11-27,Female,59,2010-11-28,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_U5K3JXD,2010-11-28,2011-05-28,Male,36,2010-11-28,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CarFlex,0,2010,11,28,2011,5,28,2010,2010,2010
ID_0RXRAUL,2010-11-28,2011-11-27,Female,56,2010-11-28,1,Saloon,White,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_PMKKSH1,2010-11-28,2011-11-27,Female,54,2010-11-28,2,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_YXLF4XL,2010-11-28,2011-11-27,Female,33,2010-11-28,1,Saloon,Black,Hyundai,Victoria Island,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_3IRFAA0,2010-11-28,2011-11-27,,120,2010-11-28,1,Saloon,Black,Lexus,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_0RYVUR0,2010-11-28,2011-03-09,Male,34,2010-11-28,1,Saloon,Black,Lexus,Ipaja,Lagos,Car Classic,0,2010,11,28,2011,3,9,2010,2010,2010
ID_F14JFUA,2010-11-28,2011-11-27,Female,44,2010-11-28,1,JEEP,White,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_CBN5N4U,2010-11-28,2011-11-27,Male,30,2010-11-28,1,JEEP,White,Honda,Ibeju/Lekki,Ibeju-Lekki,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_EKFSS16,2010-11-28,2011-11-27,Male,61,2010-11-28,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_PMVZF2U,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,Black,Range Rover,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_EL01CCY,2010-11-28,2011-11-27,Female,55,2010-11-28,2,JEEP,Black,Range Rover,Lagos Island,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_T9K7ZPL,2010-11-28,2011-11-27,Male,37,2010-11-28,1,JEEP,Black,Range Rover,Lagos Island,Lagos,CarFlex,1,2010,11,28,2011,11,27,2010,2010,2010
ID_6Q23BJO,2010-11-28,2011-11-27,Female,20,2010-11-28,1,JEEP,Black,Lexus,Ikeja,Lagos,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_GFZITJY,2010-11-28,2011-03-09,Male,34,2010-11-28,1,JEEP,Black,Lexus,Ikeja,Lagos,Car Classic,0,2010,11,28,2011,3,9,2010,2010,2010
ID_CHHDSKA,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_WGRJRBY,2010-11-28,2011-11-27,Male,44,2010-11-28,1,JEEP,Black,TOYOTA,Abuja,Abuja,Car Classic,0,2010,11,28,2011,11,27,2010,2010,2010
ID_3ZJOVEZ,2010-11-28,2011-11-06,Male,66,2010-11-28,2,JEEP,Black,TOYOTA,Abuja,Abuja,Car Classic,0,2010,11,28,2011,11,6,2010,2010,2010
ID_K5T6ACC,2010-11-28,2011-11-27,Other,10,2010-11-28,1,JEEP,Black,TOYOTA,Lekki,Lagos,Muuve,0,2010,11,28,2011,11,27,2010,2010,2010
ID_CB76LY1,2010-11-28,2011-11-27,Male,73,2010-11-28,2,JEEP,As Attached,Mercedes,Victoria Island,Lagos,CVTP,0,2010,11,28,2011,11,27,2010,2010,2010
ID_TWJEA2O,2010-11-28,2011-11-27,Other,48,2010-11-28,1,JEEP,As Attached,Hyundai,Ikorodu,Lagos,Car Plus,0,2010,11,28,2011,11,27,2010,2010,2010
ID_LV8Z1L2,2010-11-28,2011-11-27,Female,43,2010-11-28,1,JEEP,As Attached,Hyundai,Ikorodu,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_Y17OQRO,2010-11-28,2011-11-27,Female,71,2010-11-28,1,JEEP,As Attached,Hyundai,Ikorodu,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_TRW6JN3,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,As Attached,Honda,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_3FDYWLO,2010-11-28,2011-11-27,,120,2010-11-28,1,JEEP,As Attached,Range Rover,Victoria Island,Lagos,Customized Motor,0,2010,11,28,2011,11,27,2010,2010,2010
ID_PFO9Y6D,2010-11-28,2011-11-27,Male,44,2010-11-28,2,JEEP,As Attached,Range Rover,Victoria Island,Lagos,Muuve,0,2010,11,28,2011,11,27,2010,2010,2010
ID_LVCQLG1,2010-11-28,2011-11-27,Female,22,2010-11-28,1,Truck,Green,Iveco,Victoria Island,Lagos,CVTP,0,2010,11,28,2011,11,27,2010,2010,2010
ID_V9QAHC3,2010-11-28,2011-11-27,Female,30,2010-11-28,1,Truck,Green,Iveco,Victoria Island,Lagos,CarSafe,0,2010,11,28,2011,11,27,2010,2010,2010
ID_XWBHZHM,2010-11-29,2011-03-26,Male,35,2010-11-29,1,Saloon,Green,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,29,2011,3,26,2010,2010,2010
ID_EF93B8H,2010-11-29,2011-11-28,Male,38,2010-11-29,1,Saloon,Green,TOYOTA,Victoria Island,Lagos,CarSafe,0,2010,11,29,2011,11,28,2010,2010,2010
ID_VQ6DXBA,2010-11-29,2011-11-26,Male,40,2010-11-29,1,Sedan,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1,2010,11,29,2011,11,26,2010,2010,2010
ID_BRS5I75,2010-11-29,2011-11-28,Male,46,2010-11-29,1,JEEP,Black,ACURA,Shomolu,Benue,Car Classic,0,2010,11,29,2011,11,28,2010,2010,2010
ID_IXOER4Y,2010-11-29,2011-11-26,Female,55,2010-11-29,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,2010,11,29,2011,11,26,2010,2010,2010
ID_A33XFTE,2010-11-29,2011-11-28,,62,2010-11-29,1,Saloon,Black,TOYOTA,Abuja,Abuja,Car Classic,0,2010,11,29,2011,11,28,2010,2010,2010
